competition,country,link,mark,name,position,sport
The XXXII Olympic Games,RSA,https://www.worldathletics.org/athletes/south-africa/elroy-gelant-14220053,2:16:43,Elroy GELANT,34,"(['Marathon'],)"
The XXXII Olympic Games,ERI,https://www.worldathletics.org/athletes/eritrea/oqbe-kibrom-ruesom-14919658,2:16:57,Oqbe Kibrom RUESOM,35,"(['Marathon'],)"
The XXXII Olympic Games,NZL,https://www.worldathletics.org/athletes/new-zealand/zane-robertson-14335656,2:17:04,Zane ROBERTSON,36,"(['Marathon'],)"
The XXXII Olympic Games,ISR,https://www.worldathletics.org/athletes/israel/haimro-almaya-14584604,2:17:17,Haimro ALMAYA,37,"(['Marathon'],)"
The XXXII Olympic Games,POL,https://www.worldathletics.org/athletes/poland/adam-nowicki-14389009,2:17:19,Adam NOWICKI,38,"(['Marathon'],)"
The XXXII Olympic Games,BDI,https://www.worldathletics.org/athletes/burundi/olivier-irabaruta-14429242,2:17:44,Olivier IRABARUTA,39,"(['Marathon'],)"
The XXXII Olympic Games,NOR,https://www.worldathletics.org/athletes/norway/sondre-nordstad-moen-14215417,2:17:59,Sondre Nordstad MOEN,40,"(['Marathon'],)"
The XXXII Olympic Games,USA,https://www.worldathletics.org/athletes/united-states/abdi-abdirahman-14230897,2:18:27,Abdi ABDIRAHMAN,41,"(['Marathon'],)"
The XXXII Olympic Games,NAM,https://www.worldathletics.org/athletes/namibia/tomas-hilifa-rainhold-14792694,2:18:28,Tomas Hilifa RAINHOLD,42,"(['Marathon'],)"
The XXXII Olympic Games,PAR,https://www.worldathletics.org/athletes/paraguay/derlys-ayala-14216107,2:18:34,Derlys AYALA,43,"(['Marathon'],)"
The XXXII Olympic Games,UGA,https://www.worldathletics.org/athletes/uganda/fred-musobo-14693554,2:18:39,Fred MUSOBO,44,"(['Marathon'],)"
The XXXII Olympic Games,FRA,https://www.worldathletics.org/athletes/france/hassan-chahdi-14183770,2:18:40,Hassan CHAHDI,45,"(['Marathon'],)"
The XXXII Olympic Games,CAN,https://www.worldathletics.org/athletes/canada/ben-preisner-14551247,2:19:27,Ben PREISNER,46,"(['Marathon'],)"
The XXXII Olympic Games,ITA,https://www.worldathletics.org/athletes/italy/yassine-el-fathaoui-14383970,2:19:44,Yassine EL FATHAOUI,47,"(['Marathon'],)"
The XXXII Olympic Games,CAN,https://www.worldathletics.org/athletes/canada/trevor-hofbauer-14608824,2:19:57,Trevor HOFBAUER,48,"(['Marathon'],)"
The XXXII Olympic Games,KOR,https://www.worldathletics.org/athletes/korea/jungsub-shim-14383713,2:20:36,Jungsub SHIM,49,"(['Marathon'],)"
The XXXII Olympic Games,GER,https://www.worldathletics.org/athletes/germany/hendrik-pfeiffer-14429726,2:20:43,Hendrik PFEIFFER,50,"(['Marathon'],)"
The XXXII Olympic Games,UGA,https://www.worldathletics.org/athletes/uganda/filex-chemonges-14732235,2:20:53,Felix CHEMONGES,51,"(['Marathon'],)"
The XXXII Olympic Games,TUR,https://www.worldathletics.org/athletes/turkey/yavuz-agrali-14642633,2:21:00,Yavuz AGRALI,52,"(['Marathon'],)"
The XXXII Olympic Games,ARG,https://www.worldathletics.org/athletes/argentina/joaquin-arbe-14180528,2:21:15,Joaquin ARBE,53,"(['Marathon'],)"
The XXXII Olympic Games,GBR,https://www.worldathletics.org/athletes/great-britain-ni/chris-thompson-14191000,2:21:29,Chris THOMPSON,54,"(['Marathon'],)"
The XXXII Olympic Games,MGL,https://www.worldathletics.org/athletes/mongolia/byambajav-tseveenravdan-14382710,2:21:32,Byambajav TSEVEENRAVDAN,55,"(['Marathon'],)"
The XXXII Olympic Games,MEX,https://www.worldathletics.org/athletes/mexico/jose-luis-santana-marin-14721049,2:21:32,Jose Luis SANTANA MARIN,56,"(['Marathon'],)"
The XXXII Olympic Games,CHN,https://www.worldathletics.org/athletes/pr-of-china/guojian-dong-14172732,2:21:35,Guojian DONG,57,"(['Marathon'],)"
The XXXII Olympic Games,IRL,https://www.worldathletics.org/athletes/ireland/kevin-seaward-14190722,2:21:45,Kevin SEAWARD,58,"(['Marathon'],)"
The XXXII Olympic Games,BEL,https://www.worldathletics.org/athletes/belgium/dieter-kersten-14584239,2:22:06,Dieter KERSTEN,59,"(['Marathon'],)"
The XXXII Olympic Games,PER,https://www.worldathletics.org/athletes/peru/christian-pacheco-14609456,2:22:12,Christian PACHECO,60,"(['Marathon'],)"
The XXXII Olympic Games,AUT,https://www.worldathletics.org/athletes/austria/peter-herzog-14748637,2:22:15,Peter HERZOG,61,"(['Marathon'],)"
The XXXII Olympic Games,JPN,https://www.worldathletics.org/athletes/japan/shogo-nakamura-14438719,2:22:23,Shogo NAKAMURA,62,"(['Marathon'],)"
The XXXII Olympic Games,POL,https://www.worldathletics.org/athletes/poland/arkadiusz-gardzielewski-14216641,2:22:50,Arkadiusz GARDZIELEWSKI,63,"(['Marathon'],)"
The XXXII Olympic Games,NZL,https://www.worldathletics.org/athletes/new-zealand/malcolm-hicks-14373143,2:23:12,Malcolm HICKS,64,"(['Marathon'],)"
The XXXII Olympic Games,MEX,https://www.worldathletics.org/athletes/mexico/juan-pacheco-14593015,2:23:41,Juan PACHECO,65,"(['Marathon'],)"
The XXXII Olympic Games,AUS,https://www.worldathletics.org/athletes/australia/brett-robinson-14336706,2:24:04,Brett ROBINSON,66,"(['Marathon'],)"
The XXXII Olympic Games,LES,https://www.worldathletics.org/athletes/lesotho/khoarahlane-seutloali-14763095,2:25:03,Khoarahlane SEUTLOALI,67,"(['Marathon'],)"
The XXXII Olympic Games,EST,https://www.worldathletics.org/athletes/estonia/roman-fosti-14164634,2:25:37,Roman FOSTI,68,"(['Marathon'],)"
The XXXII Olympic Games,BRA,https://www.worldathletics.org/athletes/brazil/paulo-roberto-paula-14175971,2:26:08,Paulo Roberto DE ALMEIDA PAULA,69,"(['Marathon'],)"
The XXXII Olympic Games,DEN,https://www.worldathletics.org/athletes/denmark/thijs-nijhuis-14941421,2:26:59,Thijs NIJHUIS,70,"(['Marathon'],)"
The XXXII Olympic Games,IRL,https://www.worldathletics.org/athletes/ireland/paul-pollock-14199075,2:27:48,Paul POLLOCK,71,"(['Marathon'],)"
The XXXII Olympic Games,CAN,https://www.worldathletics.org/athletes/canada/cameron-levins-14326707,2:28:43,Cameron LEVINS,72,"(['Marathon'],)"
The XXXII Olympic Games,JPN,https://www.worldathletics.org/athletes/japan/yuma-hattori-14435284,2:30:08,Yuma HATTORI,73,"(['Marathon'],)"
The XXXII Olympic Games,MEX,https://www.worldathletics.org/athletes/mexico/jesús-arturo-esparza-14388745,2:31:51,Jesús Arturo ESPARZA,74,"(['Marathon'],)"
The XXXII Olympic Games,PAN,https://www.worldathletics.org/athletes/panama/jorge-castelblanco-14456898,2:33:22,Jorge CASTELBLANCO,75,"(['Marathon'],)"
The XXXII Olympic Games,HON,https://www.worldathletics.org/athletes/honduras/iván-zarco-14361244,2:44:36,Iván ZARCO,76,"(['Marathon'],)"
The XXXII Olympic Games,KEN,https://www.worldathletics.org/athletes/kenya/amos-kipruto-14694013,DNF,Amos KIPRUTO,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,NED,https://www.worldathletics.org/athletes/netherlands/bart-van-nunen-14473963,DNF,Bart VAN NUNEN,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,RSA,https://www.worldathletics.org/athletes/south-africa/stephen-mokoka-14220671,DNF,Stephen MOKOKA,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,ETH,https://www.worldathletics.org/athletes/ethiopia/lelisa-desisa-14377814,DNF,Lelisa DESISA,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,RWA,https://www.worldathletics.org/athletes/rwanda/john-hakizimana-14689968,DNF,John HAKIZIMANA,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,NED,https://www.worldathletics.org/athletes/netherlands/khalid-choukoud-14213752,DNF,Khalid CHOUKOUD,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,POL,https://www.worldathletics.org/athletes/poland/marcin-chabowski-14216466,DNF,Marcin CHABOWSKI,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,GBR,https://www.worldathletics.org/athletes/great-britain-ni/ben-connor-14428085,DNF,Ben CONNOR,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,RSA,https://www.worldathletics.org/athletes/south-africa/pheeha-mokgobo-14362555,DNF,Pheeha MOKGOBO,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,MGL,https://www.worldathletics.org/athletes/mongolia/ser-od-bat-ochir-14867157,DNF,Ser-Od BAT-OCHIR,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,BRA,https://www.worldathletics.org/athletes/brazil/daniel-do-nascimento-14646503,DNF,Daniel DO NASCIMENTO,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,SUI,https://www.worldathletics.org/athletes/switzerland/tadesse-abraham-14167400,DNF,Tadesse ABRAHAM,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,ITA,https://www.worldathletics.org/athletes/italy/yassine-rachik-14434310,DNF,Yassine RACHIK,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,GBR,https://www.worldathletics.org/athletes/great-britain-ni/callum-hawkins-14371841,DNF,Callum HAWKINS,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,UKR,https://www.worldathletics.org/athletes/ukraine/bohdan-ivan-horodyskyy-14479900,DNF,Bohdan-Ivan HORODYSKYY,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,TUR,https://www.worldathletics.org/athletes/turkey/polat-kemboi-arikan-14207925,DNF,Polat Kemboi ARIKAN,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,COL,https://www.worldathletics.org/athletes/colombia/ivan-dario-gonzalez-14170118,DNF,Ivan Dario GONZALEZ,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,ETH,https://www.worldathletics.org/athletes/ethiopia/sisay-lemma-14547527,DNF,Sisay LEMMA,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,BRN,https://www.worldathletics.org/athletes/bahrain/shumi-dechasa-14378482,DNF,Shumi DECHASA,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,UKR,https://www.worldathletics.org/athletes/ukraine/mykola-nyzhnyk-14535090,DNF,Mykola NYZHNYK,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,AUT,https://www.worldathletics.org/athletes/austria/lemawork-ketema-14469221,DNF,Lemawork KETEMA,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,IRL,https://www.worldathletics.org/athletes/ireland/stephen-scullion-14199103,DNF,Stephen SCULLION,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,KOR,https://www.worldathletics.org/athletes/korea/joohan-oh-14492925,DNF,Joohan OH,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,BRN,https://www.worldathletics.org/athletes/bahrain/alemu-bekele-14383576,DNF,Alemu BEKELE,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,UGA,https://www.worldathletics.org/athletes/uganda/stephen-kiprotich-14229607,DNF,Stephen KIPROTICH,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,TAN,https://www.worldathletics.org/athletes/tanzania/gabriel-gerald-geay-14677692,DNF,Gabriel Gerald GEAY,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,BRA,https://www.worldathletics.org/athletes/brazil/daniel-chaves-da-silva-14176105,DNF,Daniel Chaves DA SILVA,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,UKR,https://www.worldathletics.org/athletes/ukraine/oleksandr-sitkovskiy-14230610,DNF,Oleksandr SITKOVSKIY,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,ETH,https://www.worldathletics.org/athletes/ethiopia/shura-kitata-14730723,DNF,Shura KITATA,"(None,)","(['Marathon'],)"
The XXXII Olympic Games,AUS,https://www.worldathletics.org/athletes/australia/jack-rayner-14517160,DNF,Jack RAYNER,"(None,)","(['Marathon'],)"
